"site","sanitation.fellingA","sanitation.fellingB","nhost","ncut1","ncut2","nadj","nnlp","ndam"
"site A",75,50,7,21,1,1,6,2
"site A",75,50,8,20,1,1,7,2
"site A",75,50,8,20,3,1,7,4
"site A",75,50,8,20,2,1,7,3
"site A",75,50,8,21,1,1,7,2
"site A",75,50,8,20,1,1,7,2
"site A",75,50,7,20,2,1,6,3
"site A",75,50,8,20,2,1,7,3
"site A",75,50,7,20,1,1,6,2
"site A",75,50,7,20,2,1,6,3
"site A",75,50,7,19,1,1,6,2
"site A",75,50,7,20,1,1,6,2
"site A",75,50,8,20,1,1,7,2
"site A",75,50,7,19,2,1,6,3
"site A",75,50,7,20,2,1,6,3
"site A",75,50,8,21,1,1,7,2
"site A",75,50,8,21,1,1,7,2
"site A",75,50,7,20,2,1,6,3
"site A",75,50,7,20,3,1,6,4
"site A",75,50,7,20,3,1,6,4
"site A",75,50,8,20,1,1,7,2
"site A",75,50,7,19,1,1,6,2
"site A",75,50,7,20,1,1,6,2
"site A",75,75,7,20,2,0,7,2
"site A",75,75,8,20,2,1,7,3
"site A",75,75,7,20,1,0,7,1
"site A",75,75,6,19,2,0,6,2
"site A",75,75,8,21,3,1,7,4
"site A",75,75,7,20,2,0,7,2
"site A",75,75,7,19,2,1,6,3
"site A",75,75,7,20,2,0,7,2
"site A",75,75,7,20,2,0,7,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,7,20,2,0,7,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,8,21,3,1,7,4
"site A",75,75,6,19,2,0,6,2
"site A",75,75,7,20,2,1,6,3
"site A",75,75,6,19,2,0,6,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,7,20,2,0,7,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,6,19,2,0,6,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,7,18,2,1,6,3
"site A",75,75,6,20,1,0,6,1
"site A",75,75,7,19,2,1,6,3
"site A",75,75,7,20,2,0,7,2
"site A",75,75,8,20,2,1,7,3
"site A",75,75,7,18,2,1,6,3
"site A",75,75,6,20,1,0,6,1
"site A",75,75,6,19,2,0,6,2
"site A",75,75,6,19,2,0,6,2
"site A",75,75,7,20,2,1,6,3
"site A",75,75,8,21,2,1,7,3
"site A",75,75,8,20,2,1,7,3
"site A",75,75,7,19,2,1,6,3
"site A",75,75,7,20,2,0,7,2
"site A",75,75,6,19,2,0,6,2
"site A",75,75,6,20,2,0,6,2
"site A",75,75,7,20,2,0,7,2
"site A",75,75,6,20,2,0,6,2
"site A",75,100,7,21,2,0,7,2
"site A",75,100,7,20,3,0,7,3
"site A",75,100,7,21,2,0,7,2
"site A",75,100,6,20,1,0,6,1
"site A",75,100,6,18,2,0,6,2
"site A",75,100,7,20,3,0,7,3
"site A",75,100,6,20,2,0,6,2
"site A",75,100,6,19,3,0,6,3
"site A",75,100,6,20,1,0,6,1
"site A",75,100,6,19,1,0,6,1
"site A",75,100,6,21,3,0,6,3
"site A",75,100,6,21,3,0,6,3
"site A",75,100,6,18,2,0,6,2
"site A",75,100,6,20,2,0,6,2
"site A",75,100,7,20,2,0,7,2
"site A",75,100,7,20,2,0,7,2
"site A",75,100,7,21,3,0,7,3
"site A",75,100,6,20,2,0,6,2
"site A",75,100,6,18,1,0,6,1
"site A",75,100,6,20,3,0,6,3
"site A",75,100,7,20,2,0,7,2
"site A",75,100,6,20,2,0,6,2
"site A",75,100,6,19,2,0,6,2
"site A",75,100,7,20,1,0,7,1
"site A",75,100,6,19,3,0,6,3
"site A",75,100,6,20,3,0,6,3
"site A",75,100,7,20,3,0,7,3
"site A",75,100,6,20,3,0,6,3
"site A",75,100,7,20,3,0,7,3
"site A",75,100,6,19,2,0,6,2
"site A",75,100,6,19,2,0,6,2
"site A",75,100,6,20,2,0,6,2
"site A",75,100,7,20,3,0,7,3
"site A",75,100,7,21,2,0,7,2
"site A",75,100,6,19,3,0,6,3
"site A",75,100,6,20,1,0,6,1
"site A",75,100,6,20,2,0,6,2
"site A",75,100,7,20,2,0,7,2
"site A",75,100,6,20,2,0,6,2
"site A",75,100,6,19,3,0,6,3
"site A",100,0,4,27,0,4,0,4
"site A",100,0,5,27,0,5,0,5
"site A",100,0,3,26,0,3,0,3
"site A",100,0,3,26,0,3,0,3
"site A",100,0,4,27,0,4,0,4
"site A",100,0,3,29,0,3,0,3
"site A",100,0,3,27,0,3,0,3
"site A",100,0,3,26,0,3,0,3
"site A",100,0,2,26,0,2,0,2
"site A",100,0,2,25,0,2,0,2
"site A",100,0,2,26,0,2,0,2
"site A",100,0,3,26,0,3,0,3
"site A",100,0,1,26,0,1,0,1
"site A",100,0,2,26,0,2,0,2
"site A",100,0,2,27,0,2,0,2
"site A",100,0,1,27,0,1,0,1
"site A",100,0,2,27,0,2,0,2
"site A",100,0,2,24,0,2,0,2
"site A",100,0,2,26,0,2,0,2
"site A",100,0,2,25,0,2,0,2
"site A",100,0,2,26,0,2,0,2
"site A",100,0,3,24,0,3,0,3
"site A",100,0,1,26,0,1,0,1
"site A",100,0,2,26,0,2,0,2
"site A",100,0,4,27,0,4,0,4
"site A",100,0,2,24,0,2,0,2
"site A",100,0,1,26,0,1,0,1
"site A",100,0,4,26,0,4,0,4
"site A",100,0,3,27,0,3,0,3
"site A",100,0,2,26,0,2,0,2
"site A",100,0,2,25,0,2,0,2
"site A",100,0,2,28,0,2,0,2
"site A",100,0,2,26,0,2,0,2
"site A",100,0,2,26,0,2,0,2
"site A",100,0,2,27,0,2,0,2
"site A",100,0,4,26,0,4,0,4
"site A",100,0,4,25,0,4,0,4
"site A",100,0,1,25,0,1,0,1
"site A",100,0,1,27,0,1,0,1
"site A",100,0,2,27,0,2,0,2
"site A",100,25,1,27,0,1,0,1
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,27,0,1,0,1
"site A",100,25,1,26,0,1,0,1
"site A",100,25,1,25,1,1,0,2
"site A",100,25,1,24,0,1,0,1
"site A",100,25,2,25,1,2,0,3
"site A",100,25,1,27,1,1,0,2
"site A",100,25,2,25,1,2,0,3
"site A",100,25,1,28,1,1,0,2
"site A",100,25,1,26,0,1,0,1
"site A",100,25,1,27,1,1,0,2
"site A",100,25,1,26,0,1,0,1
"site A",100,25,2,27,1,2,0,3
"site A",100,25,1,27,0,1,0,1
"site A",100,25,1,27,1,1,0,2
"site A",100,25,2,27,1,2,0,3
"site A",100,25,2,26,1,2,0,3
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,2,27,1,2,0,3
"site A",100,25,1,27,0,1,0,1
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,24,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,27,1,1,0,2
"site A",100,25,1,28,1,1,0,2
"site A",100,25,1,27,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,1,25,1,1,0,2
"site A",100,25,1,26,1,1,0,2
"site A",100,25,2,27,1,2,0,3
"site A",100,25,3,27,1,3,0,4
"site A",100,25,3,25,1,3,0,4
"site A",100,25,3,26,1,3,0,4
"site A",100,25,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,2,1,0,3
"site A",100,50,1,27,2,1,0,3
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,26,2,1,0,3
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,27,2,1,0,3
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,25,1,1,0,2
"site A",100,50,1,28,1,1,0,2
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,27,2,1,0,3
"site A",100,50,1,27,2,1,0,3
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,24,1,1,0,2
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,25,1,1,0,2
"site A",100,50,1,25,2,1,0,3
"site A",100,50,1,26,2,1,0,3
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,27,1,1,0,2
"site A",100,50,0,26,1,0,0,1
"site A",100,50,1,26,1,1,0,2
"site A",100,50,1,26,2,1,0,3
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,27,1,1,0,2
"site A",100,50,1,28,1,1,0,2
"site A",100,50,1,27,2,1,0,3
"site A",100,50,0,26,1,0,0,1
"site A",100,50,1,26,2,1,0,3
"site A",100,75,0,27,2,0,0,2
"site A",100,75,1,26,2,1,0,3
"site A",100,75,1,27,2,1,0,3
"site A",100,75,1,27,2,1,0,3
"site A",100,75,1,26,2,1,0,3
"site A",100,75,1,25,2,1,0,3
"site A",100,75,0,25,2,0,0,2
"site A",100,75,1,27,2,1,0,3
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,1,0,0,1
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,27,2,0,0,2
"site A",100,75,0,28,1,0,0,1
"site A",100,75,0,27,2,0,0,2
"site A",100,75,0,27,2,0,0,2
"site A",100,75,1,27,2,1,0,3
"site A",100,75,0,28,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,1,0,0,1
"site A",100,75,1,27,2,1,0,3
"site A",100,75,1,27,2,1,0,3
"site A",100,75,0,27,2,0,0,2
"site A",100,75,1,27,2,1,0,3
"site A",100,75,1,27,2,1,0,3
"site A",100,75,0,27,2,0,0,2
"site A",100,75,0,27,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,26,2,0,0,2
"site A",100,75,0,27,1,0,0,1
"site A",100,75,1,26,2,1,0,3
"site A",100,75,0,27,1,0,0,1
"site A",100,75,0,27,2,0,0,2
"site A",100,75,1,26,2,1,0,3
"site A",100,75,0,24,2,0,0,2
"site A",100,75,0,28,2,0,0,2
"site A",100,75,1,27,2,1,0,3
"site A",100,100,0,23,1,0,0,1
"site A",100,100,0,25,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,26,3,0,0,3
"site A",100,100,0,25,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,26,3,0,0,3
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,26,3,0,0,3
"site A",100,100,0,27,1,0,0,1
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,28,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,25,2,0,0,2
"site A",100,100,0,26,3,0,0,3
"site A",100,100,0,25,3,0,0,3
"site A",100,100,0,27,3,0,0,3
"site A",100,100,0,27,1,0,0,1
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,27,3,0,0,3
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,25,1,0,0,1
"site A",100,100,0,25,3,0,0,3
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,27,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,26,2,0,0,2
"site A",100,100,0,26,1,0,0,1
"site B",0,0,150,0,0,17,133,17
"site B",0,0,151,0,0,19,132,19
"site B",0,0,150,0,0,18,132,18
"site B",0,0,153,0,0,21,132,21
"site B",0,0,151,0,0,18,133,18
"site B",0,0,151,0,0,20,131,20
"site B",0,0,150,0,0,18,132,18
"site B",0,0,151,0,0,19,132,19
"site B",0,0,148,0,0,17,131,17
"site B",0,0,151,0,0,20,131,20
"site B",0,0,148,0,0,17,131,17
"site B",0,0,149,0,0,18,131,18
"site B",0,0,151,0,0,19,132,19
"site B",0,0,149,0,0,17,132,17
"site B",0,0,151,0,0,19,132,19
"site B",0,0,149,0,0,17,132,17
"site B",0,0,149,0,0,17,132,17
"site B",0,0,153,0,0,20,133,20
"site B",0,0,150,0,0,18,132,18
"site B",0,0,151,0,0,17,134,17
"site B",0,0,148,0,0,17,131,17
"site B",0,0,153,0,0,20,133,20
"site B",0,0,148,0,0,17,131,17
"site B",0,0,157,0,0,22,135,22
"site B",0,0,149,0,0,18,131,18
"site B",0,0,151,0,0,19,132,19
"site B",0,0,153,0,0,20,133,20
"site B",0,0,150,0,0,17,133,17
"site B",0,0,149,0,0,16,133,16
"site B",0,0,149,0,0,17,132,17
"site B",0,0,152,0,0,18,134,18
"site B",0,0,150,0,0,19,131,19
"site B",0,0,150,0,0,18,132,18
"site B",0,0,148,0,0,17,131,17
"site B",0,0,149,0,0,17,132,17
"site B",0,0,151,0,0,18,133,18
"site B",0,0,149,0,0,17,132,17
"site B",0,0,147,0,0,16,131,16
"site B",0,0,149,0,0,17,132,17
"site B",0,0,151,0,0,19,132,19
"site B",0,25,147,0,5,13,134,18
"site B",0,25,146,0,5,13,133,18
"site B",0,25,150,0,5,16,134,21
"site B",0,25,147,0,4,13,134,17
"site B",0,25,146,0,4,13,133,17
"site B",0,25,147,0,5,13,134,18
"site B",0,25,145,0,4,13,132,17
"site B",0,25,145,0,5,13,132,18
"site B",0,25,149,0,5,16,133,21
"site B",0,25,144,0,4,13,131,17
"site B",0,25,146,0,5,15,131,20
"site B",0,25,145,0,5,13,132,18
"site B",0,25,147,0,5,14,133,19
"site B",0,25,150,0,5,16,134,21
"site B",0,25,144,0,4,12,132,16
"site B",0,25,144,0,4,13,131,17
"site B",0,25,144,0,4,13,131,17
"site B",0,25,146,0,5,14,132,19
"site B",0,25,145,0,4,13,132,17
"site B",0,25,142,0,4,12,130,16
"site B",0,25,146,0,4,12,134,16
"site B",0,25,145,0,4,13,132,17
"site B",0,25,144,0,4,12,132,16
"site B",0,25,145,0,4,13,132,17
"site B",0,25,146,0,5,13,133,18
"site B",0,25,146,0,4,13,133,17
"site B",0,25,146,0,5,15,131,20
"site B",0,25,145,0,4,13,132,17
"site B",0,25,147,0,4,13,134,17
"site B",0,25,144,0,4,13,131,17
"site B",0,25,144,0,5,13,131,18
"site B",0,25,149,0,5,15,134,20
"site B",0,25,144,0,4,12,132,16
"site B",0,25,148,0,5,14,134,19
"site B",0,25,145,0,5,16,129,21
"site B",0,25,145,0,4,13,132,17
"site B",0,25,148,0,5,15,133,20
"site B",0,25,146,0,4,13,133,17
"site B",0,25,145,0,5,13,132,18
"site B",0,25,146,0,4,13,133,17
"site B",0,50,140,0,9,8,132,17
"site B",0,50,141,0,9,8,133,17
"site B",0,50,138,0,9,8,130,17
"site B",0,50,141,0,9,9,132,18
"site B",0,50,140,0,10,8,132,18
"site B",0,50,141,0,10,8,133,18
"site B",0,50,139,0,9,8,131,17
"site B",0,50,141,0,9,8,133,17
"site B",0,50,138,0,9,8,130,17
"site B",0,50,140,0,9,8,132,17
"site B",0,50,142,0,9,8,134,17
"site B",0,50,140,0,9,8,132,17
"site B",0,50,139,0,8,8,131,16
"site B",0,50,141,0,9,9,132,18
"site B",0,50,138,0,9,7,131,16
"site B",0,50,139,0,9,8,131,17
"site B",0,50,141,0,10,9,132,19
"site B",0,50,140,0,10,8,132,18
"site B",0,50,143,0,9,9,134,18
"site B",0,50,143,0,10,9,134,19
"site B",0,50,141,0,9,8,133,17
"site B",0,50,142,0,9,9,133,18
"site B",0,50,141,0,9,9,132,18
"site B",0,50,138,0,9,8,130,17
"site B",0,50,141,0,10,9,132,19
"site B",0,50,141,0,11,10,131,21
"site B",0,50,140,0,8,8,132,16
"site B",0,50,138,0,9,7,131,16
"site B",0,50,140,0,9,8,132,17
"site B",0,50,141,0,9,8,133,17
"site B",0,50,139,0,9,7,132,16
"site B",0,50,140,0,9,8,132,17
"site B",0,50,141,0,9,9,132,18
"site B",0,50,141,0,9,8,133,17
"site B",0,50,143,0,10,10,133,20
"site B",0,50,141,0,9,8,133,17
"site B",0,50,140,0,9,9,131,18
"site B",0,50,142,0,10,9,133,19
"site B",0,50,143,0,10,9,134,19
"site B",0,50,140,0,10,8,132,18
"site B",0,75,136,0,14,4,132,18
"site B",0,75,136,0,14,4,132,18
"site B",0,75,138,0,12,4,134,16
"site B",0,75,136,0,13,4,132,17
"site B",0,75,137,0,14,4,133,18
"site B",0,75,136,0,13,4,132,17
"site B",0,75,135,0,13,4,131,17
"site B",0,75,138,0,15,4,134,19
"site B",0,75,134,0,14,5,129,19
"site B",0,75,136,0,13,4,132,17
"site B",0,75,136,0,14,4,132,18
"site B",0,75,137,0,13,4,133,17
"site B",0,75,135,0,13,4,131,17
"site B",0,75,136,0,14,4,132,18
"site B",0,75,137,0,14,4,133,18
"site B",0,75,136,0,14,4,132,18
"site B",0,75,136,0,13,4,132,17
"site B",0,75,136,0,14,5,131,19
"site B",0,75,134,0,14,4,130,18
"site B",0,75,136,0,14,4,132,18
"site B",0,75,136,0,14,4,132,18
"site B",0,75,135,0,13,4,131,17
"site B",0,75,136,0,13,4,132,17
"site B",0,75,135,0,12,4,131,16
"site B",0,75,137,0,14,4,133,18
"site B",0,75,135,0,14,4,131,18
"site B",0,75,137,0,13,4,133,17
"site B",0,75,138,0,14,5,133,19
"site B",0,75,135,0,13,4,131,17
"site B",0,75,135,0,14,4,131,18
"site B",0,75,137,0,13,4,133,17
"site B",0,75,138,0,12,4,134,16
"site B",0,75,137,0,13,4,133,17
"site B",0,75,137,0,15,5,132,20
"site B",0,75,137,0,11,4,133,15
"site B",0,75,138,0,14,4,134,18
"site B",0,75,137,0,12,4,133,16
"site B",0,75,136,0,12,4,132,16
"site B",0,75,134,0,11,4,130,15
"site B",0,75,134,0,13,4,130,17
"site B",0,100,131,0,17,0,131,17
"site B",0,100,132,0,15,0,132,15
"site B",0,100,132,0,17,0,132,17
"site B",0,100,132,0,17,0,132,17
"site B",0,100,132,0,17,0,132,17
"site B",0,100,133,0,17,0,133,17
"site B",0,100,132,0,19,0,132,19
"site B",0,100,132,0,19,0,132,19
"site B",0,100,134,0,17,0,134,17
"site B",0,100,131,0,18,0,131,18
"site B",0,100,132,0,17,0,132,17
"site B",0,100,132,0,18,0,132,18
"site B",0,100,134,0,17,0,134,17
"site B",0,100,133,0,16,0,133,16
"site B",0,100,133,0,16,0,133,16
"site B",0,100,134,0,18,0,134,18
"site B",0,100,132,0,17,0,132,17
"site B",0,100,131,0,17,0,131,17
"site B",0,100,131,0,18,0,131,18
"site B",0,100,134,0,18,0,134,18
"site B",0,100,131,0,17,0,131,17
"site B",0,100,132,0,19,0,132,19
"site B",0,100,132,0,18,0,132,18
"site B",0,100,132,0,17,0,132,17
"site B",0,100,131,0,17,0,131,17
"site B",0,100,133,0,17,0,133,17
"site B",0,100,133,0,18,0,133,18
"site B",0,100,131,0,16,0,131,16
"site B",0,100,134,0,17,0,134,17
"site B",0,100,133,0,16,0,133,16
"site B",0,100,133,0,16,0,133,16
"site B",0,100,133,0,19,0,133,19
"site B",0,100,132,0,17,0,132,17
"site B",0,100,133,0,19,0,133,19
"site B",0,100,132,0,18,0,132,18
"site B",0,100,132,0,17,0,132,17
"site B",0,100,133,0,18,0,133,18
"site B",0,100,132,0,17,0,132,17
"site B",0,100,132,0,18,0,132,18
"site B",0,100,132,0,17,0,132,17
"site B",25,0,90,28,0,7,83,7
"site B",25,0,93,28,0,8,85,8
"site B",25,0,90,28,0,6,84,6
"site B",25,0,91,28,0,8,83,8
"site B",25,0,93,28,0,9,84,9
"site B",25,0,92,28,0,8,84,8
"site B",25,0,94,29,0,8,86,8
"site B",25,0,87,27,0,7,80,7
"site B",25,0,97,29,0,11,86,11
"site B",25,0,95,27,0,13,82,13
"site B",25,0,91,28,0,9,82,9
"site B",25,0,96,28,0,11,85,11
"site B",25,0,96,28,0,10,86,10
"site B",25,0,91,28,0,9,82,9
"site B",25,0,93,29,0,8,85,8
"site B",25,0,90,28,0,6,84,6
"site B",25,0,95,28,0,10,85,10
"site B",25,0,94,30,0,6,88,6
"site B",25,0,89,27,0,7,82,7
"site B",25,0,94,28,0,10,84,10
"site B",25,0,91,28,0,8,83,8
"site B",25,0,93,27,0,11,82,11
"site B",25,0,93,28,0,7,86,7
"site B",25,0,91,28,0,9,82,9
"site B",25,0,95,29,0,9,86,9
"site B",25,0,93,27,0,11,82,11
"site B",25,0,94,28,0,9,85,9
"site B",25,0,95,28,0,11,84,11
"site B",25,0,88,28,0,6,82,6
"site B",25,0,99,28,0,15,84,15
"site B",25,0,88,27,0,7,81,7
"site B",25,0,93,28,0,10,83,10
"site B",25,0,94,28,0,10,84,10
"site B",25,0,95,28,0,10,85,10
"site B",25,0,96,29,0,10,86,10
"site B",25,0,94,28,0,10,84,10
"site B",25,0,93,28,0,10,83,10
"site B",25,0,92,28,0,7,85,7
"site B",25,0,91,28,0,7,84,7
"site B",25,0,91,29,0,7,84,7
"site B",25,25,91,28,2,6,85,8
"site B",25,25,93,29,2,6,87,8
"site B",25,25,91,27,3,8,83,11
"site B",25,25,86,27,2,5,81,7
"site B",25,25,90,28,2,5,85,7
"site B",25,25,92,28,2,7,85,9
"site B",25,25,93,29,2,8,85,10
"site B",25,25,86,27,2,4,82,6
"site B",25,25,87,28,2,5,82,7
"site B",25,25,92,29,2,5,87,7
"site B",25,25,92,29,3,9,83,12
"site B",25,25,93,28,3,8,85,11
"site B",25,25,90,28,2,7,83,9
"site B",25,25,90,29,2,5,85,7
"site B",25,25,92,28,2,6,86,8
"site B",25,25,92,28,2,8,84,10
"site B",25,25,91,28,3,8,83,11
"site B",25,25,88,27,3,7,81,10
"site B",25,25,90,28,3,8,82,11
"site B",25,25,92,28,3,7,85,10
"site B",25,25,94,29,2,8,86,10
"site B",25,25,92,29,2,6,86,8
"site B",25,25,88,27,2,6,82,8
"site B",25,25,88,28,2,5,83,7
"site B",25,25,88,28,2,6,82,8
"site B",25,25,89,28,2,7,82,9
"site B",25,25,91,29,2,5,86,7
"site B",25,25,90,28,2,8,82,10
"site B",25,25,89,27,2,7,82,9
"site B",25,25,90,28,2,8,82,10
"site B",25,25,86,28,2,4,82,6
"site B",25,25,88,28,2,5,83,7
"site B",25,25,91,28,4,8,83,12
"site B",25,25,89,27,3,8,81,11
"site B",25,25,86,28,2,4,82,6
"site B",25,25,89,27,3,7,82,10
"site B",25,25,91,28,2,7,84,9
"site B",25,25,87,27,2,6,81,8
"site B",25,25,95,28,3,9,86,12
"site B",25,25,94,29,2,7,87,9
"site B",25,50,87,27,5,5,82,10
"site B",25,50,85,27,4,3,82,7
"site B",25,50,91,29,6,5,86,11
"site B",25,50,86,27,6,4,82,10
"site B",25,50,89,28,5,4,85,9
"site B",25,50,85,27,4,3,82,7
"site B",25,50,86,28,4,3,83,7
"site B",25,50,87,28,4,3,84,7
"site B",25,50,89,29,5,3,86,8
"site B",25,50,87,28,4,3,84,7
"site B",25,50,87,28,3,3,84,6
"site B",25,50,87,28,4,3,84,7
"site B",25,50,88,29,3,3,85,6
"site B",25,50,85,28,4,3,82,7
"site B",25,50,88,28,5,5,83,10
"site B",25,50,84,28,4,3,81,7
"site B",25,50,89,28,4,3,86,7
"site B",25,50,87,27,4,4,83,8
"site B",25,50,86,27,4,4,82,8
"site B",25,50,87,28,4,3,84,7
"site B",25,50,89,28,5,4,85,9
"site B",25,50,86,27,4,4,82,8
"site B",25,50,86,27,5,4,82,9
"site B",25,50,83,27,3,3,80,6
"site B",25,50,89,30,4,3,86,7
"site B",25,50,86,27,5,4,82,9
"site B",25,50,89,28,4,4,85,8
"site B",25,50,85,28,3,3,82,6
"site B",25,50,88,28,4,3,85,7
"site B",25,50,87,28,4,4,83,8
"site B",25,50,85,28,5,3,82,8
"site B",25,50,90,28,6,6,84,12
"site B",25,50,86,28,4,3,83,7
"site B",25,50,90,29,5,4,86,9
"site B",25,50,88,28,4,4,84,8
"site B",25,50,89,28,5,4,85,9
"site B",25,50,85,27,5,4,81,9
"site B",25,50,89,28,4,4,85,8
"site B",25,50,90,28,4,4,86,8
"site B",25,50,91,28,7,5,86,12
"site B",25,75,87,28,5,2,85,7
"site B",25,75,85,28,7,2,83,9
"site B",25,75,86,28,6,2,84,8
"site B",25,75,84,28,8,2,82,10
"site B",25,75,85,28,9,2,83,11
"site B",25,75,86,29,9,2,84,11
"site B",25,75,84,27,5,2,82,7
"site B",25,75,87,28,6,2,85,8
"site B",25,75,84,27,6,2,82,8
"site B",25,75,88,28,7,2,86,9
"site B",25,75,85,28,5,1,84,6
"site B",25,75,86,28,5,2,84,7
"site B",25,75,86,28,5,2,84,7
"site B",25,75,85,28,6,2,83,8
"site B",25,75,86,29,8,3,83,11
"site B",25,75,85,29,6,2,83,8
"site B",25,75,86,28,6,2,84,8
"site B",25,75,85,28,6,2,83,8
"site B",25,75,86,28,5,2,84,7
"site B",25,75,84,28,7,2,82,9
"site B",25,75,84,28,7,2,82,9
"site B",25,75,87,29,5,2,85,7
"site B",25,75,81,27,5,2,79,7
"site B",25,75,88,29,7,2,86,9
"site B",25,75,86,28,6,2,84,8
"site B",25,75,85,28,6,2,83,8
"site B",25,75,87,29,8,3,84,11
"site B",25,75,86,28,7,2,84,9
"site B",25,75,87,29,7,2,85,9
"site B",25,75,87,28,6,2,85,8
"site B",25,75,86,28,5,2,84,7
"site B",25,75,87,28,7,2,85,9
"site B",25,75,87,28,5,2,85,7
"site B",25,75,88,28,7,2,86,9
"site B",25,75,87,29,6,2,85,8
"site B",25,75,89,29,5,2,87,7
"site B",25,75,83,27,6,1,82,7
"site B",25,75,88,29,5,2,86,7
"site B",25,75,84,27,7,2,82,9
"site B",25,75,85,28,9,2,83,11
"site B",25,100,82,28,10,0,82,10
"site B",25,100,81,27,9,0,81,9
"site B",25,100,82,28,6,0,82,6
"site B",25,100,88,29,11,0,88,11
"site B",25,100,84,28,7,0,84,7
"site B",25,100,86,29,11,0,86,11
"site B",25,100,82,28,7,0,82,7
"site B",25,100,82,27,7,0,82,7
"site B",25,100,81,27,8,0,81,8
"site B",25,100,86,29,10,0,86,10
"site B",25,100,81,27,7,0,81,7
"site B",25,100,85,28,7,0,85,7
"site B",25,100,80,27,9,0,80,9
"site B",25,100,85,29,8,0,85,8
"site B",25,100,83,29,10,0,83,10
"site B",25,100,86,29,10,0,86,10
"site B",25,100,82,27,7,0,82,7
"site B",25,100,85,29,9,0,85,9
"site B",25,100,86,28,8,0,86,8
"site B",25,100,80,27,7,0,80,7
"site B",25,100,86,28,7,0,86,7
"site B",25,100,82,28,7,0,82,7
"site B",25,100,84,28,10,0,84,10
"site B",25,100,84,28,8,0,84,8
"site B",25,100,85,28,10,0,85,10
"site B",25,100,87,29,11,0,87,11
"site B",25,100,83,27,8,0,83,8
"site B",25,100,83,28,9,0,83,9
"site B",25,100,79,27,8,0,79,8
"site B",25,100,83,28,7,0,83,7
"site B",25,100,87,29,11,0,87,11
"site B",25,100,82,27,7,0,82,7
"site B",25,100,82,27,10,0,82,10
"site B",25,100,82,28,11,0,82,11
